Participant id,Group,Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Pain question,Record video,Webcam,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
5bd2a0799afb5b00015be460,EMOJIONLY,6451aa8a1cacfb1861a94657,APPROVED,2023-05-03T00:28:01.022000Z,2023-05-03T00:37:48.165000Z,45049.04686,2023-05-03T00:37:48.502739Z,588,CKUN41EW,2572,"Scots, English, Gaelic",Yes,Yes,Yes,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
63ed028709334396d5fe8a59,EMOJIONLY,6451ac7578bf9224a0d833c1,APPROVED,2023-05-03T00:36:08.406000Z,2023-05-03T00:44:12.593000Z,45049.04686,2023-05-03T00:44:16.646835Z,485,CKUN41EW,139,English,Yes,Yes,Yes,18,Male,White,United States,United States,United States,English,Yes,Part-Time
5f751f2f3f0e3519226170bf,EMOJIONLY,6451ac95673698cf080f456f,APPROVED,2023-05-03T00:36:37.705000Z,2023-05-03T00:46:23.191000Z,45049.04687,2023-05-03T00:46:23.526753Z,586,CKUN41EW,401,English,Yes,Yes,Yes,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
61130f9a777a56345c4032db,EMOJIONLY,6451acb25d30a13e4c9342bb,APPROVED,2023-05-03T00:37:41.510000Z,2023-05-03T00:44:57.792000Z,45049.04687,2023-05-03T00:44:58.128552Z,437,CKUN41EW,791,"English, Spanish",Yes,Yes,Yes,28,Female,Other,United States,United States,United States,Spanish,No,Part-Time
63d863ab3ccec5d222287168,EMOJIONLY,6451acd3e5ab672a6765c333,APPROVED,2023-05-03T00:39:19.318000Z,2023-05-03T00:54:27.001000Z,45049.04687,2023-05-03T00:54:27.353902Z,908,CKUN41EW,118,English,Yes,Yes,Yes,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
63e848bf34010559548e0ca0,EMOJIONLY,6451acf479f992a9c3f321bd,APPROVED,2023-05-03T00:38:26.190000Z,2023-05-03T00:44:09.528000Z,45049.04687,2023-05-03T00:44:09.966395Z,344,CKUN41EW,220,English,Yes,Yes,Yes,23,Male,White,United States,United States,United States,English,Yes,Due to start a new job within the next month
6393a08fff31ea48f8ca7096,EMOJIONLY,6451ad3be4b25324e0f68834,APPROVED,2023-05-03T00:39:30.333000Z,2023-05-03T00:49:53.790000Z,45049.04687,2023-05-03T00:49:54.777725Z,624,CKUN41EW,191,English,Yes,Yes,Yes,55,Female,White,Australia,Australia,Australia,English,No,Full-Time
63d4029514fd2433484c50a4,EMOJIONLY,6451ad46701ca81e1d0db48d,APPROVED,2023-05-03T00:40:28.151000Z,2023-05-03T00:51:08.915000Z,45049.04688,2023-05-03T00:51:13.929374Z,641,CKUN41EW,157,"Arabic, English",Yes,Yes,Yes,24,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63b73bd5a6179e2e7297d96e,EMOJIONLY,6451ad96c3c2b580b8a50121,APPROVED,2023-05-03T00:41:01.631000Z,2023-05-03T00:42:27.638000Z,45049.04688,2023-05-03T00:42:27.972902Z,87,C62PYHUG,176,English,Yes,Yes,Yes,20,Female,Mixed,United States,United States,United States,English,Yes,Full-Time
61017941304cf7ac38c2e110,EMOJIONLY,6451ad9e384a05ad9aed7f83,APPROVED,2023-05-03T00:41:47.216000Z,2023-05-03T00:51:14.395000Z,45049.04688,2023-05-03T00:51:17.359347Z,568,CKUN41EW,990,"English, German, Other",Yes,Yes,Yes,34,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
638956da0c1a664ae995d61e,EMOJIONLY,6451adcbb550d5a96f21a26e,APPROVED,2023-05-03T00:41:51.496000Z,2023-05-03T00:47:19.289000Z,45049.04688,2023-05-03T00:47:19.644275Z,328,CKUN41EW,447,"Spanish, English",Yes,Yes,Yes,53,Female,Other,United States,United States,El Salvador,English,No,Full-Time
60fe0aa8fccd444ea26c75c3,EMOJIONLY,6451adcc2c67359642fa5012,APPROVED,2023-05-03T00:41:50.837000Z,2023-05-03T00:47:00.564000Z,45049.04688,2023-05-03T00:47:00.958836Z,310,CKUN41EW,242,"English, Hindi",Yes,Yes,Yes,27,Female,Asian,India,United States,United States,English,No,Full-Time
612dcfb8c22343ecae65b26b,EMOJIONLY,6451ae56294a159101d5d477,APPROVED,2023-05-03T00:44:10.622000Z,2023-05-03T00:51:39.314000Z,45049.04689,2023-05-03T00:51:39.736071Z,449,CKUN41EW,1027,English,Yes,Yes,Yes,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
5ef1f7026343e20b931a0cb0,EMOJIONLY,6451ae6fb2f3b0fa6f47f2b6,APPROVED,2023-05-03T00:44:38.285000Z,2023-05-03T00:54:06.065000Z,45049.04689,2023-05-03T00:54:06.478502Z,568,CKUN41EW,982,"English, Italian, Maltese",Yes,Yes,Yes,36,Female,White,Canada,United Kingdom,Malta,English,No,Full-Time
63eac36a81a068cd4b39e6bd,EMOJIONLY,6451b04fa70d59e29cbf3b76,APPROVED,2023-05-03T00:52:41.073000Z,2023-05-03T01:00:12.899000Z,45049.04689,2023-05-03T01:00:13.447320Z,452,CKUN41EW,142,"English, Hungarian",Yes,Yes,Yes,29,Male,Mixed,Hungary,United Kingdom,Hungary,English,No,Full-Time
61bb3a5340db417c1a138ffc,EMOJIONLY,6450ff7fdd1cc81af8f5e3b9,APPROVED,2023-05-02T12:18:15.251000Z,2023-05-02T12:27:14.706000Z,45048.57546,2023-05-02T12:27:15.186653Z,540,CKUN41EW,773,English,Yes,Yes,Yes,47,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
555e3c45fdf99b423b15e013,EMOJIONLY,6451001affdf9417dab84baa,APPROVED,2023-05-02T12:20:54.197000Z,2023-05-02T12:31:09.458000Z,45048.57546,2023-05-02T12:31:09.852918Z,616,CKUN41EW,372,English,Yes,Yes,Yes,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5ffc6d5f2e58f30303c20217,EMOJIONLY,645100e05b89ee7c0c7f19dc,APPROVED,2023-05-02T12:24:17.672000Z,2023-05-02T12:33:37.594000Z,45048.57546,2023-05-02T12:33:38.065848Z,560,CKUN41EW,459,English,Yes,Yes,Yes,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5de39f38a1a3fb39ee68f7ab,EMOJIONLY,645100e2171b270b64e1377c,APPROVED,2023-05-02T12:24:37.588000Z,2023-05-02T12:30:45.641000Z,45048.57546,2023-05-02T12:30:47.696105Z,369,CKUN41EW,969,English,Yes,Yes,Yes,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
5e8a0982d1170a6af94ff7c4,EMOJIONLY,64510205b9f06dfcf482ea10,APPROVED,2023-05-02T12:29:02.734000Z,2023-05-02T12:40:37.057000Z,45048.57547,2023-05-02T12:40:37.493489Z,695,CKUN41EW,408,English,Yes,Yes,Yes,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
5cd951d48ace520016ef7a31,EMOJIONLY,6451022fcbfb6d9eaf2c3aea,APPROVED,2023-05-02T12:29:45.844000Z,2023-05-02T12:43:50.252000Z,45048.57547,2023-05-02T12:43:51.007465Z,845,CKUN41EW,558,"Russian, French, English, Latvian",Yes,Yes,Yes,38,Female,White,Latvia,United Kingdom,Latvia,Latvian,No,Part-Time
5efbb75dc7a625169185e94f,EMOJIONLY,6451028aa18a77ad6ab86c3d,APPROVED,2023-05-02T12:31:06.187000Z,2023-05-02T12:37:38.310000Z,45048.57547,2023-05-02T12:37:38.762263Z,393,CKUN41EW,767,English,Yes,Yes,Yes,22,Female,Asian,United Kingdom,United Kingdom,United Kingdom,Vietnamese,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
55146e64fdf99b253d5b1c5d,EMOJIONLY,645103052e32f89a7e3a1acc,APPROVED,2023-05-02T12:33:11.603000Z,2023-05-02T12:42:26.948000Z,45048.57547,2023-05-02T12:42:27.523088Z,556,CKUN41EW,1821,English,Yes,Yes,Yes,52,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
5c28d4912d26740001358613,EMOJIONLY,6451031acbbd17bc0c0cce02,APPROVED,2023-05-02T12:33:37.290000Z,2023-05-02T12:46:43.405000Z,45048.57547,2023-05-02T12:46:44.140717Z,787,CKUN41EW,702,English,Yes,Yes,Yes,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5c7aba39b5254b00019067e7,EMOJIONLY,64510335cef8de32fb5c5a4e,APPROVED,2023-05-02T12:34:27.313000Z,2023-05-02T12:42:40.820000Z,45048.57547,2023-05-02T12:42:41.320263Z,494,CKUN41EW,491,English,Yes,Yes,Yes,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
5fbc110869611208d6fd29da,EMOJIONLY,645103540f13acba04c82265,APPROVED,2023-05-02T12:34:33.347000Z,2023-05-02T12:44:00.003000Z,45048.57547,2023-05-02T12:44:00.759441Z,567,CKUN41EW,566,English,Yes,Yes,Yes,64,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5ebc0321691918042b4566ca,EMOJIONLY,6451037d9951661cef7654e0,APPROVED,2023-05-02T12:35:15.675000Z,2023-05-02T12:47:59.193000Z,45048.57548,2023-05-02T12:47:59.551853Z,764,CKUN41EW,695,English,Yes,Yes,Yes,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5ac01e17e1546900019bd462,EMOJIONLY,6451039c87fec363f766cc67,APPROVED,2023-05-02T12:35:57.314000Z,2023-05-02T12:46:01.115000Z,2023-05-02 13:48:41,2023-05-02T12:46:01.932757Z,604,CKUN41EW,355,English,Yes,Yes,Yes,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
58ededd652ac63000154a4e6,EMOJIONLY,645103bd808b3fb84e879a6c,APPROVED,2023-05-02T12:36:45.350000Z,2023-05-02T12:48:04.007000Z,2023-05-02 13:48:42,2023-05-02T12:48:04.400686Z,679,CKUN41EW,748,"Afrikaans, English",Yes,Yes,Yes,58,Male,White,South Africa,United Kingdom,South Africa,English,No,Full-Time
634689122e997b8299adeda5,EMOJIONLY,645103c18dc6fcf17f750dc8,APPROVED,2023-05-02T12:36:25.167000Z,2023-05-02T12:40:35.661000Z,2023-05-02 13:48:42,2023-05-02T12:40:36.274899Z,251,CKUN41EW,423,English,Yes,Yes,Yes,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
591c5b73c3d4f6000105719b,EMOJIONLY,645103e2d3b95f5f93879a54,APPROVED,2023-05-02T12:37:00.983000Z,2023-05-02T12:45:42.204000Z,2023-05-02 13:48:42,2023-05-02T12:45:42.639294Z,522,CKUN41EW,1149,English,Yes,Yes,Yes,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
5daf1ce8e16e28001752ba06,EMOJIONLY,6451040fa08aa61014ac4f50,APPROVED,2023-05-02T12:39:44.739000Z,2023-05-02T12:52:13.183000Z,2023-05-02 13:48:42,2023-05-02T12:52:13.887782Z,749,CKUN41EW,216,English,Yes,Yes,Yes,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
60d5c5dfe11db26509b96509,EMOJIONLY,64510410495787b157750d62,APPROVED,2023-05-02T12:37:36.961000Z,2023-05-02T12:45:47.594000Z,2023-05-02 13:48:42,2023-05-02T12:45:48.122685Z,491,CKUN41EW,261,English,Yes,Yes,Yes,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
60fbb31d5f4288707b6735ed,EMOJIONLY,6451044af0d7d73458f5e3d1,APPROVED,2023-05-02T12:41:31.114000Z,2023-05-02T12:52:57.647000Z,2023-05-02 13:48:42,2023-05-02T12:52:59.020059Z,687,CKUN41EW,432,English,Yes,Yes,Yes,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5d35989e71b4880017d5cc81,EMOJIONLY,6451045758c40b1b8bd6455c,APPROVED,2023-05-02T12:38:47.328000Z,2023-05-02T12:47:24.842000Z,2023-05-02 13:48:42,2023-05-02T12:47:25.507771Z,518,CKUN41EW,1237,English,Yes,Yes,Yes,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
61028b84f829583fdde9f8ea,EMOJIONLY,64510466a716112789b84bcb,APPROVED,2023-05-02T12:39:09.802000Z,2023-05-02T12:47:26.445000Z,2023-05-02 13:48:43,2023-05-02T12:47:27.083718Z,497,CKUN41EW,459,English,Yes,Yes,Yes,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5bd022a50f10750001d898b0,EMOJIONLY,64510467821e7c31151d21cf,APPROVED,2023-05-02T12:39:09.764000Z,2023-05-02T12:47:40.675000Z,2023-05-02 13:48:43,2023-05-02T12:47:41.240783Z,511,CKUN41EW,842,English,Yes,Yes,Yes,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
5e8a46ad402c840009050ff5,EMOJIONLY,6451047153ff345a28221ef7,APPROVED,2023-05-02T12:39:21.065000Z,2023-05-02T12:48:56.890000Z,2023-05-02 13:48:43,2023-05-02T12:48:57.496288Z,576,CKUN41EW,943,English,Yes,Yes,Yes,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
5c38dab0f0ae4c00011238c1,EMOJIONLY,645104873979b9f4f0f403cd,APPROVED,2023-05-02T12:39:42.445000Z,2023-05-02T12:51:24.400000Z,2023-05-02 13:48:43,2023-05-02T12:51:25.091063Z,702,CKUN41EW,1225,"French, Dutch, English, Slovenian",Yes,Yes,Yes,69,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
60f2827edef72723df274d53,EMOJIONLY,6451048884bb1901861112f9,APPROVED,2023-05-02T12:39:44.556000Z,2023-05-02T12:50:40.987000Z,2023-05-02 13:48:43,2023-05-02T12:50:41.408116Z,657,CKUN41EW,641,English,Yes,Yes,Yes,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
5512eee1fdf99b7e1fb1be40,EMOJIONLY,6451048b90fb940e6644eb2a,APPROVED,2023-05-02T12:39:43.568000Z,2023-05-02T12:46:54.511000Z,2023-05-02 13:48:43,2023-05-02T12:46:55.074698Z,431,CKUN41EW,920,English,Yes,Yes,Yes,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5be7204472fead000129cf3d,EMOJIONLY,645104a80b8801ae763008f9,APPROVED,2023-05-02T12:40:16.484000Z,2023-05-02T12:46:49.075000Z,2023-05-02 13:48:43,2023-05-02T12:46:49.986531Z,393,CKUN41EW,914,English,Yes,Yes,Yes,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63cff46bedc63ae5566b7b75,EMOJIONLY,6451051891165c1aed0ccdd8,APPROVED,2023-05-02T12:42:09.721000Z,2023-05-02T12:47:54.393000Z,2023-05-02 13:48:43,2023-05-02T12:47:54.779262Z,345,CKUN41EW,135,English,Yes,Yes,Yes,25,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5cdd4befd3651c001950e539,EMOJIONLY,6451051f1aecadfc0147a828,APPROVED,2023-05-02T12:42:44.744000Z,2023-05-02T12:52:16.519000Z,2023-05-02 13:48:44,2023-05-02T12:52:16.924076Z,572,CKUN41EW,882,English,Yes,Yes,Yes,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5e68682ce3b2f71041fa03d2,EMOJIANDCHAT,6451b8d7ed2b9c95c4dc8126,APPROVED,2023-05-03T01:28:58.227000Z,2023-05-03T01:37:38.772000Z,2023-05-03 05:00:55,2023-05-03T01:37:39.121913Z,521,CKUN41EW,537,"English, Spanish",Yes,Yes,Yes,36,Male,Mixed,United States,United States,United States,Spanish,No,Full-Time
60f8658bf9d1627d3bc87a3d,EMOJIANDCHAT,6451bb9db3c7937503539358,APPROVED,2023-05-03T01:41:18.022000Z,2023-05-03T01:51:21.383000Z,2023-05-03 05:00:55,2023-05-03T01:51:21.809423Z,604,CKUN41EW,771,English,Yes,Yes,Yes,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
63bd81465a7246c0da98e4bd,EMOJIANDCHAT,6451bc5727f4ab9e69bd6fd4,APPROVED,2023-05-03T01:43:54.767000Z,2023-05-03T01:54:51.096000Z,2023-05-03 05:00:55,2023-05-03T01:54:51.538585Z,657,CKUN41EW,194,English,Yes,Yes,Yes,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
5f7e235793c5e10cba3bbb4d,EMOJIANDCHAT,6451bc923d76691d4947f2a2,APPROVED,2023-05-03T01:44:57.794000Z,2023-05-03T01:56:42.013000Z,2023-05-03 05:00:55,2023-05-03T01:56:42.452915Z,705,CKUN41EW,349,English,Yes,Yes,Yes,59,Female,White,United States,United States,Italy,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
608896a8c9f6f5277f45829b,EMOJIANDCHAT,6451bdb027f4ab9e69bd6fff,APPROVED,2023-05-03T01:49:49.347000Z,2023-05-03T01:57:57.115000Z,2023-05-03 05:00:56,2023-05-03T01:57:57.486192Z,488,CKUN41EW,105,English,Yes,Yes,Yes,36,Male,White,Australia,Australia,Australia,English,No,Full-Time
61459be797c9650ece9bcc0a,EMOJIANDCHAT,6451be10e68b82c0762f1d6a,APPROVED,2023-05-03T01:51:49.707000Z,2023-05-03T02:12:00.489000Z,2023-05-03 05:00:56,2023-05-03T02:12:00.867217Z,1211,CKUN41EW,396,English,Yes,Yes,Yes,62,Male,White,Australia,Australia,Australia,English,No,Other
6402c06e44bb107c5f3735f3,EMOJIANDCHAT,6451bee9904543745df6884d,APPROVED,2023-05-03T01:54:53.518000Z,2023-05-03T02:06:34.161000Z,2023-05-03 05:00:56,2023-05-03T02:06:34.525914Z,701,CKUN41EW,128,English,Yes,Yes,Yes,36,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
60f8adb9a315f316c3aee425,EMOJIANDCHAT,6451bf0602e70836a87b07c8,APPROVED,2023-05-03T01:55:25.325000Z,2023-05-03T02:02:39.647000Z,2023-05-03 05:00:56,2023-05-03T02:02:40.024217Z,435,CKUN41EW,1541,English,Yes,Yes,Yes,44,Female,Mixed,United States,United States,United States,English,No,Other
5aeab6e39e185a0001b9e272,EMOJIANDCHAT,6451bf685d81030d88864e35,APPROVED,2023-05-03T01:56:56.261000Z,2023-05-03T02:02:15.982000Z,2023-05-03 05:00:56,2023-05-03T02:02:16.379366Z,320,CKUN41EW,3227,English,Yes,Yes,Yes,31,Female,White,United States,United States,United States,English,No,Part-Time
6096ee4ed5f41e6e17598ec9,EMOJIANDCHAT,6451bf79e603253d89795b52,APPROVED,2023-05-03T01:57:13.355000Z,2023-05-03T02:12:05.315000Z,2023-05-03 05:00:56,2023-05-03T02:12:05.775922Z,892,CKUN41EW,1494,English,Yes,Yes,Yes,40,Male,Other,United States,United States,Mexico,English,No,Part-Time
5a7905828fe2dc0001058b16,EMOJIANDCHAT,6451c0cdba3da2c75c01dbad,APPROVED,2023-05-03T02:02:59.571000Z,2023-05-03T02:16:36.463000Z,2023-05-03 05:00:56,2023-05-03T02:16:39.404442Z,817,CKUN41EW,337,"English, Italian",Yes,Yes,Yes,60,Male,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6100ac178a474bfcc555379b,EMOJIANDCHAT,6451c109683fe7c5ec795b33,APPROVED,2023-05-03T02:03:56.932000Z,2023-05-03T02:13:30.663000Z,2023-05-03 05:00:57,2023-05-03T02:13:31.030323Z,574,CKUN41EW,940,"English, Spanish",Yes,Yes,Yes,35,Male,Other,United States,United States,Mexico,English,No,Full-Time
5bb5d4c9ac45e6000130a58f,EMOJIANDCHAT,6451c18e371282752ad8336b,APPROVED,2023-05-03T02:06:10.817000Z,2023-05-03T02:16:24.541000Z,2023-05-03 05:00:57,2023-05-03T02:16:25.349599Z,614,CKUN41EW,482,English,Yes,Yes,Yes,26,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
609911e00dd4843e39cb88ac,EMOJIANDCHAT,6451c28b5ac4410b0dd5d4b8,APPROVED,2023-05-03T02:10:35.068000Z,2023-05-03T02:24:44.601000Z,2023-05-03 05:00:57,2023-05-03T02:24:45.006721Z,850,CKUN41EW,497,English,Yes,Yes,Yes,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5bedbcf2245b560001a6149d,EMOJIANDCHAT,6451c3354cdd6381495cb9cf,APPROVED,2023-05-03T02:13:18.461000Z,2023-05-03T02:20:52.897000Z,2023-05-03 05:00:57,2023-05-03T02:20:53.213845Z,455,CKUN41EW,138,English,Yes,Yes,Yes,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5fc3f52bc7a6322df9a0f857,EMOJIANDCHAT,6451c3fcc0e0ccab3588bf19,APPROVED,2023-05-03T02:17:12.797000Z,2023-05-03T02:26:35.121000Z,2023-05-03 05:00:57,2023-05-03T02:26:35.459071Z,563,CKUN41EW,248,English,Yes,Yes,Yes,33,Female,Black,Ghana,United Kingdom,Ghana,English,Yes,Part-Time
63d449c32c36e04f5d5987b8,EMOJIANDCHAT,6451c417b687617d6d7b07b3,APPROVED,2023-05-03T02:16:59.217000Z,2023-05-03T02:29:20.760000Z,2023-05-03 05:00:57,2023-05-03T02:29:21.206400Z,742,CKUN41EW,153,"English, Spanish",Yes,Yes,Yes,23,Female,Asian,United States,United States,United States,English,No,Other
611037a84b048a5bed5c3c96,EMOJIANDCHAT,6451c473404c08b05d717bff,APPROVED,2023-05-03T02:18:34.940000Z,2023-05-03T02:27:42.738000Z,2023-05-03 05:00:57,2023-05-03T02:27:43.163260Z,548,CKUN41EW,367,English,Yes,Yes,Yes,24,Female,White,United States,United States,United States,English,Yes,Other
5588b2bffdf99b7a7714efd1,EMOJIANDCHAT,6451c4abcdc8bf1b1e0b2e0f,APPROVED,2023-05-03T02:19:23.466000Z,2023-05-03T02:36:28.199000Z,2023-05-03 05:00:57,2023-05-03T02:36:28.606613Z,1025,CKUN41EW,145,English,Yes,Yes,Yes,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
5faa0c564cbdfb2e1869df72,EMOJIANDCHAT,6451c4c06adc3cb9dba3d041,APPROVED,2023-05-03T02:19:48.755000Z,2023-05-03T02:27:31.890000Z,2023-05-03 05:00:58,2023-05-03T02:27:32.258841Z,464,CKUN41EW,1980,"English, Lithuanian, Russian",Yes,Yes,Yes,44,Female,White,Lithuania,United States,United States,English,No,Full-Time
6109649dbb35090e6179a6c8,EMOJIANDCHAT,6451c4eaab9cd0ef83d83363,APPROVED,2023-05-03T02:20:30.481000Z,2023-05-03T02:29:29.931000Z,2023-05-03 05:00:58,2023-05-03T02:29:30.309567Z,540,CKUN41EW,279,English,Yes,Yes,Yes,25,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5e9ffa9ee172201b04f1a4c6,EMOJIANDCHAT,6451c55c63f044e1a421a260,APPROVED,2023-05-03T02:22:25.047000Z,2023-05-03T02:34:09.065000Z,2023-05-03 05:00:58,2023-05-03T02:34:10.086673Z,705,CKUN41EW,1573,English,Yes,Yes,Yes,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5f5199d96cfa743e8c9d0541,EMOJIANDCHAT,6451c5ca3b6f0a9371e34bee,APPROVED,2023-05-03T02:24:13.875000Z,2023-05-03T02:29:42.259000Z,2023-05-03 05:00:58,2023-05-03T02:29:42.664727Z,329,CKUN41EW,269,English,Yes,Yes,Yes,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
5cbdc6f1214b1a0015ccfbab,EMOJIANDCHAT,6451c6409ca922057d627e5c,APPROVED,2023-05-03T02:26:13.186000Z,2023-05-03T02:41:37.808000Z,2023-05-03 05:00:58,2023-05-03T02:41:38.193168Z,925,CKUN41EW,3345,English,Yes,Yes,Yes,32,Female,Black,United States,United States,United States,English,No,Full-Time
62728c148af5805feea46dc8,EMOJIANDCHAT,6451c65d193e25abdd717bf2,APPROVED,2023-05-03T02:27:04.649000Z,2023-05-03T02:39:11.751000Z,2023-05-03 05:00:58,2023-05-03T02:39:12.130334Z,728,CKUN41EW,938,English,Yes,Yes,Yes,40,Female,White,United States,United States,United States,English,No,Full-Time
631e93c7ec7b2604adbc372f,EMOJIANDCHAT,6451c6d5b078ffaba8795b37,APPROVED,2023-05-03T02:28:38.782000Z,2023-05-03T02:53:41.607000Z,2023-05-03 05:00:59,2023-05-03T02:53:42.566513Z,1503,CKUN41EW,391,"English, Hindi",Yes,Yes,Yes,25,Male,Asian,India,United States,India,Hindi,Yes,Part-Time
60dd27004a74c325f5b22e17,EMOJIANDCHAT,6451c705498ff5d3492f1d5e,APPROVED,2023-05-03T02:29:25.869000Z,2023-05-03T02:40:05.050000Z,2023-05-03 05:00:59,2023-05-03T02:40:05.420471Z,640,CKUN41EW,859,English,Yes,Yes,Yes,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6291861f8937c6bd60637cf8,EMOJIANDCHAT,6451c7440e99f9d80dd5e453,APPROVED,2023-05-03T02:37:03.384000Z,2023-05-03T02:44:49.953000Z,2023-05-03 05:00:59,2023-05-03T02:44:50.275286Z,467,CKUN41EW,1153,English,Yes,Yes,Yes,36,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
5eea1282f418d6071758f131,EMOJIANDCHAT,6451ed25bc0740f0d1fea881,APPROVED,2023-05-03T05:12:05.730000Z,2023-05-03T05:23:33.838000Z,2023-05-03 05:29:38,2023-05-03T05:23:34.300939Z,689,CKUN41EW,488,English,Yes,Yes,Yes,38,Male,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5e40cd8807d04430f28eef0c,EMOJIANDCHAT,645097d3df831cfc63f5d91c,APPROVED,2023-05-02T04:56:13.152000Z,2023-05-02T05:05:45.486000Z,2023-05-02 07:06:07,2023-05-02T05:05:45.878827Z,573,CKUN41EW,892,English,Yes,Yes,Yes,23,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
61719508d946490934305f3a,EMOJIANDCHAT,645098c68ffe14eb99801e69,APPROVED,2023-05-02T04:59:58.678000Z,2023-05-02T05:43:56.083000Z,2023-05-02 07:06:07,2023-05-02T05:43:56.489361Z,2638,CKUN41EW,873,"English, French, German, Italian, Portuguese, Chinese",Yes,Yes,Yes,37,Male,Mixed,United States,United Kingdom,United States,English,No,DATA_EXPIRED
60d93838398c41452684ad04,EMOJIANDCHAT,645099cb56754012c71b3acb,APPROVED,2023-05-02T05:04:11.882000Z,2023-05-02T05:24:32.971000Z,2023-05-02 07:06:07,2023-05-02T05:24:33.557501Z,1222,CKUN41EW,461,English,Yes,Yes,Yes,41,Male,White,Australia,Australia,Australia,English,No,Full-Time
